"baseMean";"log2FoldChange";"lfcSE";"pvalue";"padj"
"AC002075.2";1.32549947162164;0.368977048474112;0.705174733974975;0.126766656571888;NA
"AC002116.2";0.836092398530724;0.0172130458502387;0.498135044069932;0.925914258758425;NA
"AC002128.1";2.22745165966481;0.161336231265633;0.424580011084856;0.440420351625004;0.655531367002546
"AC002128.2";1.64029798698194;0.124036185473527;0.423215489644095;0.545602730435754;0.739494932817118
"AC002310.1";1.72398532508747;0.10872097266121;0.430621665538123;0.591227055499475;0.771688398864959
"AC002310.5";9.77560581981643;-0.379341559435731;0.435613907373223;0.106928195097534;0.281433050014066
"AC002350.2";2.36803813137986;-0.113474349585787;0.424098008865508;0.578100409241938;0.762726943102605
"AC002401.1";0.368840982439989;0.224383450315039;0.741767586931985;0.274857163892568;NA
"AC002401.4";2.81340093348375;-0.105716481066596;0.42929507741945;0.601398218223438;0.778269075145319
"AC002456.1";0.677841869944936;0.080336875590102;0.496496777624045;0.672132506479028;NA
"AC002463.1";0.731294132136117;0.685273649404384;1.22308286067139;0.0379464665109647;NA
"AC002467.1";4.30921428183998;0.23624950462673;0.415369259828267;0.280157267883579;0.504199555051937
"AC002470.1";1.41059384080826;0.143898131572766;0.60495911602015;0.454157070400026;0.666881999448939
"AC002525.1";0.386908274810245;0.168950204199002;0.747939329321709;0.373542598331736;NA
"AC002543.1";0.774421290293546;0.0943545490834626;0.529646219385209;0.616549151854311;NA
"AC002550.2";0.66953789442366;0.0292315709351945;0.478068590851349;0.876570660574277;NA
"AC002553.1";0.610922421131099;0.00151627492093669;0.600555574397519;0.993138274020288;NA
"AC002558.2";0.440691732257612;0.128539457894933;0.656586549259496;0.491237354170645;NA
"AC002558.3";1.51689747884307;0.0285850517589991;0.514107509997897;0.876379806624107;0.94279993580607
"AC003070.1";0.852587535636064;0.264233411533722;0.627622004812563;0.224070283487841;NA
"AC003072.1";2.79677466781662;0.0631571067783332;0.405069859570402;0.756847976365031;0.874959667904161
"AC003086.1";2.74227024153363;-0.0677901288095593;0.411452014268581;0.738262205950776;0.865037645136089
"AC003101.1";1.04067977148209;0.0984207636234194;0.558766380580926;0.598579755190005;NA
"AC003101.2";1.72059728765561;0.157441302270278;0.540524372205397;0.426051586140066;0.64368615666495
"AC003102.1";3.77970372947529;-0.305469484577812;0.436373422262374;0.177411254279287;0.384069764585197
"AC003681.1";18.1050581632966;0.269619676650726;0.431958300366416;0.224608611022986;0.442901431707661
"AC003956.1";0.508436118335297;0.0129703953200394;0.533848677482053;0.94299257231838;NA
"AC003958.2";0.89075773019702;0.0391384221420914;0.468320401768319;0.836947608516146;NA
"AC003965.2";0.540311271035391;-0.247955272706138;0.854150822804593;0.226010768958086;NA
"AC003989.1";1.0579737218317;0.199031240883492;0.605684955560054;0.327978557980016;NA
"AC003991.1";1.06001898748473;0.115682903697352;0.517536608557063;0.547729752594343;NA
"AC003991.2";0.55011492143226;0.056808293320781;0.560006812874249;0.754787699363441;NA
"AC004034.1";0.379806025651138;0.0644937736860978;0.623419089538469;0.717879004777914;NA
"AC004039.1";0.722099631357928;-0.0473583513766284;0.52552485430651;0.796661980627617;NA
"AC004057.1";2.25722386837513;-0.23140987779755;0.906285304786547;0.224445100981553;0.442683613257163
"AC004067.1";1.10920352928965;-0.00917035979422139;0.509041946322441;0.960186283265394;NA
"AC004069.1";0.527698748670311;0.005715145260379;0.516092290782301;0.975075518024293;NA
"AC004076.2";1.11925020663668;0.0849301302428253;0.457870133825084;0.663954593542255;NA
"AC004130.2";2.46487452292506;0.0226325661303344;0.398342477946484;0.911697211123372;0.959282926872293
"AC004134.1";0.766711452086363;0.0476458273525996;0.518158196975992;0.796219941418636;NA
"AC004148.1";3.1585022549517;0.339118503848248;0.493469174784552;0.142866311028294;0.33582080109322
"AC004231.1";1.34249843277142;-0.604424794119999;0.816251103051355;0.0421204390031964;NA
"AC004233.2";2.20907942410983;-0.698355512001467;1.03189056877695;0.03474268491771;0.138192424041129
"AC004241.1";1.53019336485108;-0.0555909024140963;0.447355413860739;0.775370942788403;0.886730234009761
"AC004241.2";0.476690551603142;-0.0931009937743298;0.552852828371899;0.61780194737684;NA
"AC004241.4";0.732644625382966;-0.0984205197360247;0.544502000812426;0.600406574934616;NA
"AC004241.5";0.421246443854017;-0.0363339827665998;0.577938265155127;0.839194645510949;NA
"AC004253.1";0.582800669347727;0.0141462202910732;0.559735785219252;0.937137085227203;NA
"AC004263.1";1.15013242129174;-0.122007682940827;0.485784282327504;0.53434713855999;NA
"AC004263.2";15.3830833531393;-0.910925149841209;0.629477368922381;0.00458051814633969;0.0339994036979324
"AC004264.1";1.04211418704346;-0.326179707085486;0.68384549503514;0.158871313477;NA
"AC004264.2";0.433880477610449;-0.0531771566780583;0.53403306948752;0.772002506637844;NA
"AC004381.3";0.410740913384786;0.121579939804651;0.612058119335767;0.517323152248974;NA
"AC004453.1";15.6660121948949;0.00580738611397691;0.339830787785244;0.978346949898286;0.990114369299528
"AC004461.1";0.840303348707421;0.173140613110628;0.594057089802083;0.382966705192864;NA
"AC004461.2";0.469913567164274;0.181456364502218;0.638862863668161;0.361170559910585;NA
"AC004461.3";2.23788605653248;0.606993651247708;0.782262176494353;0.0399363905817268;0.151865654775352
"AC004466.2";1.49391023049586;-0.192716454634411;0.513673566392791;0.348822430607567;0.575666951173956
"AC004466.3";0.861455903366945;-0.0154972741559122;0.506599720878007;0.932911946040611;NA
"AC004471.1";1.59511625121735;0.0116748127921693;0.437168892965805;0.952271373746986;0.978970575372747
"AC004477.2";1.71653028549769;0.176272244885729;0.499254552197396;0.38691206689903;0.610528731828005
"AC004490.1";1.13153797070272;0.293482797777184;0.678733850350138;0.189953863803641;NA
"AC004492.1";1.36534021987677;0.149852459650082;0.530199225511288;0.447002460342346;NA
"AC004556.3";16.2020976457006;-0.0210013623995026;0.536544147139429;0.907820857227631;0.957745265937368
"AC004585.1";6.08635443852669;0.247719913385262;0.422165275161101;0.259573687603912;0.481793243561975
"AC004596.1";2.00552468622458;-0.0510944202690811;0.409281565546739;0.800770752085883;0.901079191952588
"AC004672.1";0.523422680280592;0.158975546942195;0.664442702514316;0.40954363920156;NA
"AC004706.1";3.13544855538045;-0.104036600334113;0.407941762137088;0.613702126492897;0.787252969156031
"AC004706.3";9.25586036099554;-0.545096828659189;0.538557889301208;0.0388296412916052;0.149194054053154
"AC004765.1";1.43998393134126;0.155349478567733;0.574040698944532;0.427452677970643;0.644259811986621
"AC004771.2";1.10372362809113;-0.0225464886363101;0.497652257018842;0.903174829696916;NA
"AC004771.4";0.600910241882437;0.0259647280058314;0.599333312715921;0.883383871351511;NA
"AC004784.1";1.64216861362798;0.13954616309729;0.442752551743186;0.494036268724832;0.699360926634219
"AC004801.2";0.52448066846484;0.0295830914237812;0.56261052200068;0.869264926048394;NA
"AC004801.6";1.06542133049669;-0.0306482689176164;0.445800207880199;0.874334015502957;NA
"AC004803.1";2.92086603633738;0.0497618878468836;0.430957875443197;0.801266094537749;0.901154387994274
"AC004812.2";3.29587336599314;0.277983842709361;0.439964077612075;0.212283855187437;0.427848996869741
"AC004816.1";46.4993075993573;-2.60606225484301;0.329879375334673;4.62718830457035e-16;8.12923924245043e-14
"AC004816.2";0.347196458381336;-0.0413830327860472;0.577595551548808;0.817582529050187;NA
"AC004825.2";0.681624118877352;0.0908778780345196;0.540020779494286;0.627311866459153;NA
"AC004825.3";1.10577802186219;0.105989203384741;0.563336894057382;0.572491927313669;NA
"AC004832.4";0.580880041055401;-0.220051310829388;0.65073426389988;0.287942808683554;NA
"AC004832.5";1.37164501748112;-0.170931660941497;0.482340695919862;0.402477875606615;NA
"AC004834.1";1.31310870127294;0.0953732500590971;0.464965134543408;0.625723804728087;NA
"AC004837.2";0.547311768286047;0.154578039567834;0.621407722515924;0.424788241122788;NA
"AC004837.4";0.707161375615825;0.119811018470193;0.550728054707118;0.529883451387581;NA
"AC004839.1";0.984017909084212;0.0508281524460207;0.535585585693941;0.78143899213617;NA
"AC004846.1";12.2115248389099;-3.24539373602473;0.519993713247997;4.93844540213772e-11;3.64702007795038e-09
"AC004854.2";1.05371694630803;0.435296274260189;0.787607657543945;0.0929477156570322;NA
"AC004865.2";0.492484508842435;0.22244908729526;0.678914458917727;0.282606880032145;NA
"AC004877.1";0.658203915938877;0.16112732875311;0.629888147301788;0.407881205826051;NA
"AC004877.2";1.00762131020568;0.121352084626787;0.493868923910705;0.534601747694091;NA
"AC004882.3";1.90740070633636;0.0766054788668613;0.457877629698954;0.693947563150515;0.837574835766712
"AC004890.1";1.38359051811894;0.466950865508396;0.797632123663039;0.0800531385387257;0.236810861788609
"AC004890.2";3.6211729606032;0.108398889296763;0.366364707848093;0.611235868963845;0.786002515833776
"AC004890.3";1.05730441905494;0.0477364316178063;0.488628164040372;0.799345637942665;NA
"AC004893.2";1.95053266912233;0.202594184367902;0.475910865756356;0.334202382394726;0.561715786723864
"AC004898.1";1.24798151993552;0.0737508992205143;0.516092131248493;0.693440248078623;NA
"AC004900.1";0.47133155890387;0.0580896892953661;0.572240194401067;0.748495236948177;NA
"AC004908.1";0.968584710380726;0.103970886425766;0.468141673185063;0.595981478486703;NA
"AC004908.2";0.802574139043476;-0.0299226806754146;0.512874111089237;0.870776215484555;NA
"AC004918.1";0.434474509868618;0.0721252183427499;0.557273356811398;0.694522925938738;NA
"AC004918.3";3.8054864722906;-0.11115512082624;0.373465134732236;0.600786529139209;0.777960056740895
"AC004922.1";0.449705923815608;0.0996951912289217;0.632485987802418;0.585677428522795;NA
"AC004923.4";0.773468713678323;0.303022621286911;0.770652458499934;0.179707905443853;NA
"AC004938.2";0.790608672895926;0.09933326339771;0.518809827496569;0.601086362310391;NA
"AC004943.1";1.05070939982583;-0.0658603326110609;0.467910967232157;0.731760732334883;NA
"AC004943.2";15.5510103367623;0.00721078249217429;0.29706444370811;0.972915717871597;0.987407991911293
"AC004951.1";0.848272373490409;-0.433087341972375;0.757828795622655;0.092782737972727;NA
"AC004951.2";34.784426904356;-3.57413413078761;0.624707096325089;1.02880747257275e-09;6.00377507595777e-08
"AC004951.3";2.179238924287;-0.65586223504183;0.877358636494836;0.035672384222307;0.140849797177739
"AC004951.4";3.2225891483628;-0.91358417549258;0.916289161292251;0.01235983146099;0.0686846403438927
"AC004967.1";0.607809401091112;0.0458263322338183;0.490753420843233;0.806807323298584;NA
"AC004967.2";1.88558448064463;0.0220055505683328;0.429172384316327;0.911050235151176;0.959030490360966
"AC004975.2";0.402443431316846;-0.0893963588465198;0.636115936825807;0.621413862967226;NA
"AC004980.1";10.5572350202523;-0.108346529606266;0.301612979903311;0.612080801030313;0.786543622512775
"AC004980.2";0.624183148366475;0.2212531647415;0.667513643548245;0.285145176428974;NA
"AC004982.2";1.34993868253983;-0.277817472397472;0.536113280788659;0.208319434859112;NA
"AC005005.3";2.84053435009488;-0.177741297437573;0.477611373696124;0.387461087862441;0.610851653741339
"AC005005.4";2.37500313823006;-0.0631305289240945;0.428927853741719;0.750964249463058;0.871598979383758
"AC005034.5";1.30654817185889;-0.159720631805706;0.470349067173969;0.432624750124619;NA
"AC005041.3";0.460770973529079;0.27691976295032;0.780156620835228;0.205101506434053;NA
"AC005046.1";0.45449229185209;-0.127037767861026;0.640311902056779;0.497704988731283;NA
"AC005050.2";0.428568912754442;-0.262016807862229;0.75749414107252;0.223218212035068;NA
"AC005062.1";1.48437299329715;-0.0281670669061451;0.448278626121488;0.884092228152471;0.947201135438743
"AC005070.3";5.10273544960936;0.272292512258909;0.509411729534238;0.216282973426086;0.432565946852171
"AC005072.1";0.648602115567604;-0.0134637722772964;0.636329389188055;0.938236497637041;NA
"AC005076.1";1.29733065556589;0.181975773624609;0.466259978086275;0.38007886952989;NA
"AC005077.4";3.32556218833477;-2.52587563689432;1.46068570317096;0.000612671799713305;0.00749669526188787
"AC005082.1";2.53366541567171;-0.665169479983481;0.856322628852857;0.0333370619718449;0.134764939721183
"AC005083.1";5.3816880985995;-0.793667026318662;0.805997405854357;0.0166454282817207;0.0846988408603408
"AC005086.2";0.528264755819601;0.0136499379621439;0.566758997629776;0.939162207129645;NA
"AC005096.1";0.808218236647494;0.0510080029090965;0.598386847757341;0.775436286918085;NA
"AC005104.1";1.58928233845478;0.12812280244174;0.476014265904474;0.518207019352862;0.718106538774433
"AC005154.1";0.502442130240771;0.0498258888599286;0.570469565962859;0.782574584197509;NA
"AC005154.2";0.381785007469095;-0.0243903732126312;0.536979371437557;0.893082436986663;NA
"AC005183.1";1.80447917492314;0.0175621760482725;0.51398940683534;0.923695802980646;0.964856862670358
"AC005224.3";2.04234308386351;-0.890377870616592;1.02055729022358;0.0165598295570257;0.0843661646235526
"AC005229.4";3.43662057446452;0.0871493494627443;0.385205058177443;0.677050234533717;0.82865023346574
"AC005230.1";0.398999858789579;0.110859983712153;0.648990639318258;0.546422734620988;NA
"AC005237.1";0.832848049519417;-0.300843929320609;0.662715249245171;0.182272874200706;NA
"AC005253.1";3.98883578415166;-0.0565220268849196;0.37724989983516;0.787281439801081;0.894041452696471
"AC005256.1";4.16035114559928;0.0765795872607126;0.426338449645613;0.702349876513191;0.842573572104742
"AC005261.1";115.1701821442;0.298764748297192;0.450310331560023;0.185139009851301;0.393827437473644
"AC005261.2";0.449890700227168;0.20233171344874;0.672899998359646;0.317484353050661;NA
"AC005261.4";0.632495525311701;-0.0176506054255785;0.586780910268958;0.920813842168583;NA
"AC005261.5";12.5497451469167;0.216553394177574;0.507950066351343;0.3031174275998;0.528153104720082
"AC005262.1";0.577839474853346;0.163341237466295;0.575467781653591;0.407572062007665;NA
"AC005264.1";1.51468407244709;-0.0852196961216052;0.433895008749276;0.669477383590286;0.824076692028368
"AC005288.1";0.375979964398283;0.106640987738761;0.601992302672129;0.56589299667496;NA
"AC005324.3";1.24635658753553;-0.421686742662792;0.712926001883394;0.0962935335377537;NA
"AC005326.1";0.767157883820815;0.0593803878232579;0.554092986979367;0.74495695609327;NA
"AC005329.3";1.43800833440784;0.0635124792172704;0.435705925157684;0.747874539008311;0.869766988784664
"AC005332.1";1.38323977655545;0.123405935140961;0.544876797947235;0.519678185847832;0.718772596486311
"AC005332.3";2.5129050619751;0.0735404534123238;0.424861424943389;0.713728190196069;0.849409832741899
"AC005332.4";1.84773016264823;-0.0519825304820787;0.410748929934321;0.797102746392257;0.899065409593459
"AC005332.5";2.50925394092265;0.0182379510177817;0.381494838759038;0.930054052745549;0.967587558135881
"AC005332.6";28.3385561569088;0.0866499805857453;0.299580201977078;0.684345938519499;0.833280819941106
"AC005336.1";1.80005852404301;-0.181039021604424;0.587646754743478;0.366025776299673;0.591698638420412
"AC005343.1";0.40838934405925;0.0407335957194541;0.657936861637504;0.814235484518902;NA
"AC005363.2";0.506223420309861;-0.0331748963445054;0.502584667662907;0.857849240965427;NA
"AC005387.1";0.428834693359308;0.0496052508831282;0.577556875595039;0.782934758900861;NA
"AC005387.2";0.786114469012084;0.035413282137868;0.47306675202831;0.851556456478507;NA
"AC005392.1";0.480396626118876;-0.00716819041072774;0.564502244025628;0.968036835075942;NA
"AC005392.2";3.26776550100774;-3.66739004945207;1.36799777314346;6.17437762621026e-05;0.00109979042242742
"AC005476.2";5.41580969724837;0.343538884681935;0.418130075385486;0.13645599728455;0.326375837586579
"AC005479.1";0.547067612815038;-0.0788053859513724;0.536728829970979;0.671651256030101;NA
"AC005480.1";1.74012394978139;0.201554446722319;0.503737856689075;0.332165728044079;0.559701766891033
"AC005480.2";0.488249702169014;-0.0742610206814715;0.671870084894385;0.673031669683331;NA
